"id","sentiment","header","desc","date","author","text"
2829,3,"Ukraine’s Unseen Army: The Mechanics Who Keep the Tanks Rolling.","Behind the thousands of troops fighting the counteroffensive are engineers and technicians who perform an essential, and often dangerous, job.",2023-08-15,"Oleksandr Chubko and Carlotta Gall","Ukraine’s Unseen Army: The Mechanics Who Keep the Tanks Rolling. Behind the thousands of troops fighting the counteroffensive are engineers and technicians who perform an essential, and often dangerous, job."
2830,3,"As Russia Threatens Ships in the Black Sea, a Romanian Route Provides a Lifeline.","A 40-mile channel, best known outside shipping circles as a magnet for bird watchers, is now a crucial route allowing Ukrainian grain to reach the sea, protected by a NATO umbrella.",2023-08-16,"Andrew Higgins","As Russia Threatens Ships in the Black Sea, a Romanian Route Provides a Lifeline. A 40-mile channel, best known outside shipping circles as a magnet for bird watchers, is now a crucial route allowing Ukrainian grain to reach the sea, protected by a NATO umbrella."
2831,-3,"The Hidden Trauma of Ukraine’s Soldiers.","Facing a growing mental health crisis among soldiers, Ukraine’s therapists and doctors use a variety of treatments, but the need far outstrips the available care.",2023-08-15,"Nicole Tung","The Hidden Trauma of Ukraine’s Soldiers. Facing a growing mental health crisis among soldiers, Ukraine’s therapists and doctors use a variety of treatments, but the need far outstrips the available care."
2832,-3,"Black Sea Clashes Grow as Russia Fires Warning Shots and Boards a Freighter.","Russia’s military made good on its threats to enforce its blockade of Ukraine, adding to the tensions in an increasingly active theater of war.",2023-08-14,"Matthew Mpoke Bigg, Jenny Gross and Christiaan Triebert","Black Sea Clashes Grow as Russia Fires Warning Shots and Boards a Freighter. Russia’s military made good on its threats to enforce its blockade of Ukraine, adding to the tensions in an increasingly active theater of war."
2833,-4,"At Least 5 Dead After Russian Missile Attacks in Western Ukraine.","Officials said more than three dozen missiles were fired in the strikes that were far from the front lines in the east and south.",2023-08-15,"Victoria Kim","At Least 5 Dead After Russian Missile Attacks in Western Ukraine. Officials said more than three dozen missiles were fired in the strikes that were far from the front lines in the east and south."
2834,-2,"Drastic Economic Moves Highlight Russia’s Wartime Bind.","With the third-largest interest rate increase in a decade to shore up the ruble, Moscow’s policymakers are pursuing the conflicting goals of paying for the war against Ukraine and taming inflation.",2023-08-15,"Anatoly Kurmanaev","Drastic Economic Moves Highlight Russia’s Wartime Bind. With the third-largest interest rate increase in a decade to shore up the ruble, Moscow’s policymakers are pursuing the conflicting goals of paying for the war against Ukraine and taming inflation."
2835,-2,"U.S. Ambassador Meets With Evan Gershkovich, Detained WSJ Reporter, in Russia.","American officials have said that their Russian counterparts are blocking them from getting regular consular access to Mr. Gershkovich.",2023-08-14,"Edward Wong","U.S. Ambassador Meets With Evan Gershkovich, Detained WSJ Reporter, in Russia. American officials have said that their Russian counterparts are blocking them from getting regular consular access to Mr. Gershkovich."
2836,1,"Ukraine plans to fortify defenses along its northeastern borders with Russia and Belarus.","",2023-08-15,"Anushka Patil","Ukraine plans to fortify defenses along its northeastern borders with Russia and Belarus. "
2837,-4,"Russia Attacks Ukrainian Ports on Danube River.","Russian drones hit the ports of Reni and Izmail and damaged warehouses used to export grain, Ukrainian officials said.",2023-08-16,"Victoria Kim","Russia Attacks Ukrainian Ports on Danube River. Russian drones hit the ports of Reni and Izmail and damaged warehouses used to export grain, Ukrainian officials said."
2838,-4,"‘We Pray’: Frontline Villagers in Ukraine Hunker Down as Shells Rain.","Small villages along a buffer area between Ukrainian and Russian positions on the Zaporizhzhia front have come under increasingly heavy bombardment.",2023-08-17,"Oleksandr Chubko","‘We Pray’: Frontline Villagers in Ukraine Hunker Down as Shells Rain. Small villages along a buffer area between Ukrainian and Russian positions on the Zaporizhzhia front have come under increasingly heavy bombardment."
2839,2,"Cargo Ship Travels From Port of Odesa in Test of Ukraine’s New Black Sea Corridor.","Kyiv is aiming to resume traffic to its seaports despite Russia’s threats to ships moving to and from Ukraine.",2023-08-16,"Marc Santora","Cargo Ship Travels From Port of Odesa in Test of Ukraine’s New Black Sea Corridor. Kyiv is aiming to resume traffic to its seaports despite Russia’s threats to ships moving to and from Ukraine."
2840,0,"NATO leader, clarifying stance, says only Ukraine can set terms of peace negotiations.","Officials on both sides of the conflict balked at the suggestion that Ukraine should cede territory in order to join the alliance.",2023-08-17,"Gaya Gupta","NATO leader, clarifying stance, says only Ukraine can set terms of peace negotiations. Officials on both sides of the conflict balked at the suggestion that Ukraine should cede territory in order to join the alliance."
2841,-3,"Ukraine Says Kyiv Won’t Receive F-16 Fighter Jets This Year.","A spokesman for the Ukrainian Air Force said the advanced planes wouldn’t arrive by winter, meaning they won’t play a role in the latest counteroffensive push.",2023-08-17,"Matthew Mpoke Bigg and Lara Jakes","Ukraine Says Kyiv Won’t Receive F-16 Fighter Jets This Year. A spokesman for the Ukrainian Air Force said the advanced planes wouldn’t arrive by winter, meaning they won’t play a role in the latest counteroffensive push."
2842,3,"Ukraine Recaptures a Small Village as Russian Forces Retreat.","The announcement came on the same day that a cargo ship stranded in the Odesa port became the first to venture into the turbulent waters of the Black Sea despite Moscow’s threats to treat vessels in the area as hostile.",2023-08-16,"Marc Santora","Ukraine Recaptures a Small Village as Russian Forces Retreat. The announcement came on the same day that a cargo ship stranded in the Odesa port became the first to venture into the turbulent waters of the Black Sea despite Moscow’s threats to treat vessels in the area as hostile."
2843,-4,"In frontline villages in southern Ukraine, residents live with the constant threat of bombardment.","Around the village of Kamianske, where only a small number of residents remain, Ukrainian and Russian troops exchange artillery fire day and night.",2023-08-17,"Oleksandr Chubko","In frontline villages in southern Ukraine, residents live with the constant threat of bombardment. Around the village of Kamianske, where only a small number of residents remain, Ukrainian and Russian troops exchange artillery fire day and night."
2844,3,"Allies to Be Allowed to Send F-16s to Ukraine, U.S. Official Says.","The jets can be sent once Ukrainian pilots are trained to operate them.",2023-08-17,"Eric Schmitt, John Ismay and Lauren McCarthy","Allies to Be Allowed to Send F-16s to Ukraine, U.S. Official Says. The jets can be sent once Ukrainian pilots are trained to operate them."
2845,-3,"As Dead Dolphins Wash Ashore, Ukraine Builds a Case of Ecocide Against Russia.","The animals are dying in droves in the Black Sea, and Ukrainian officials are documenting the deaths, hoping to prosecute Russia for the war’s ecological toll.",2023-08-17,"Marc Santora","As Dead Dolphins Wash Ashore, Ukraine Builds a Case of Ecocide Against Russia. The animals are dying in droves in the Black Sea, and Ukrainian officials are documenting the deaths, hoping to prosecute Russia for the war’s ecological toll."
2846,3,"Ukraine’s grain exports get a lifeline from Romania in the face of Russian threats.","",2023-08-17,"Andrew Higgins","Ukraine’s grain exports get a lifeline from Romania in the face of Russian threats. "
2847,-5,"Deadly Russian Strike Hits City Center in Northern Ukraine.","The attack, which killed at least seven people and wounded more than 100, came after President Vladimir V. Putin visited a Russian city that was briefly seized by the Wagner group.",2023-08-19,"Marc Santora","Deadly Russian Strike Hits City Center in Northern Ukraine. The attack, which killed at least seven people and wounded more than 100, came after President Vladimir V. Putin visited a Russian city that was briefly seized by the Wagner group."
2848,-2,"Belief or Betrayal? Ukraine’s Conscientious Objectors Face Hostility.","The option of “alternative service” vanished after martial law was declared last year. But some have refused to serve, and now face jail time and skepticism about their motives.",2023-08-18,"Cassandra Vinograd","Belief or Betrayal? Ukraine’s Conscientious Objectors Face Hostility. The option of “alternative service” vanished after martial law was declared last year. But some have refused to serve, and now face jail time and skepticism about their motives."
2849,4,"The U.S. extends and expands a program allowing Ukrainian refugees to stay and work.","",2023-08-18,"Eileen Sullivan","The U.S. extends and expands a program allowing Ukrainian refugees to stay and work. "
2850,0,"When a Ukrainian tank breaks down at the front, these mechanics get a call.","",2023-08-18,"Oleksandr Chubko and Carlotta Gall","When a Ukrainian tank breaks down at the front, these mechanics get a call. "
2851,-1,"Russia says a Ukrainian drone damaged a building in Moscow.","",2023-08-18,"Paul Sonne","Russia says a Ukrainian drone damaged a building in Moscow. "
2852,0,"The Ukraine war and China’s ties to Russia frame Biden’s summit with South Korea and Japan.","",2023-08-18,"Peter Baker","The Ukraine war and China’s ties to Russia frame Biden’s summit with South Korea and Japan. "
